area,iscrowd,image_id,bbox,category_id,box_id,file_name,height,width,street_id,supercategory
192,0,9334,"[322, 315, 16, 12]",3,7073,9334.png,626,1622,1,Cấm rẽ
195,0,9334,"[322, 315, 15, 13]",3,7329,9334.png,626,1622,1,Cấm rẽ
192,0,9334,"[322, 315, 16, 12]",3,9143,9334.png,626,1622,1,Cấm rẽ
180,0,9334,"[322, 314, 15, 12]",3,9711,9334.png,626,1622,1,Cấm rẽ
165,0,9334,"[323, 316, 15, 11]",3,10284,9334.png,626,1622,1,Cấm rẽ
342,0,9444,"[554, 270, 19, 18]",3,7157,9444.png,626,1622,34,Cấm rẽ
360,0,9444,"[554, 269, 20, 18]",3,7504,9444.png,626,1622,34,Cấm rẽ
504,0,9487,"[850, 223, 24, 21]",3,7188,9487.png,626,1622,52,Cấm rẽ
506,0,9516,"[1019, 281, 22, 23]",3,7204,9516.png,626,1622,45,Cấm rẽ
552,0,9516,"[1019, 281, 23, 24]",3,7989,9516.png,626,1622,45,Cấm rẽ
240,0,9543,"[732, 242, 16, 15]",3,7226,9543.png,626,1622,5,Cấm rẽ
272,0,9543,"[732, 241, 16, 17]",3,7983,9543.png,626,1622,5,Cấm rẽ
72,0,9607,"[584, 288, 9, 8]",3,7285,9607.png,626,1622,19,Cấm rẽ
64,0,9607,"[584, 288, 8, 8]",3,9530,9607.png,626,1622,19,Cấm rẽ
72,0,9607,"[584, 288, 9, 8]",3,10225,9607.png,626,1622,19,Cấm rẽ
121,0,9625,"[899, 289, 11, 11]",3,7299,9625.png,626,1622,45,Cấm rẽ
1224,0,9632,"[1181, 225, 36, 34]",3,7305,9632.png,626,1622,45,Cấm rẽ
210,0,9648,"[677, 330, 15, 14]",3,8879,9648.png,626,1622,19,Cấm rẽ
1558,0,9705,"[1365, 461, 41, 38]",3,7346,9705.png,626,1622,19,Cấm rẽ
64,0,9738,"[533, 428, 8, 8]",3,7370,9738.png,626,1622,28,Cấm rẽ
1332,0,9739,"[914, 208, 37, 36]",3,7375,9739.png,626,1622,36,Cấm rẽ
1122,0,9739,"[917, 209, 33, 34]",3,8820,9739.png,626,1622,36,Cấm rẽ
72,0,9805,"[666, 280, 9, 8]",3,7411,9805.png,626,1622,28,Cấm rẽ
64,0,9807,"[738, 236, 8, 8]",3,7415,9807.png,626,1622,45,Cấm rẽ
100,0,9807,"[736, 235, 10, 10]",3,8323,9807.png,626,1622,45,Cấm rẽ
400,0,9841,"[780, 207, 20, 20]",3,7436,9841.png,626,1622,45,Cấm rẽ
156,0,9844,"[841, 370, 13, 12]",3,7437,9844.png,626,1622,15,Cấm rẽ
420,0,9911,"[633, 290, 20, 21]",3,7486,9911.png,626,1622,45,Cấm rẽ
342,0,9911,"[634, 292, 18, 19]",3,8125,9911.png,626,1622,45,Cấm rẽ
234,0,9930,"[1486, 117, 18, 13]",3,7497,9930.png,626,1622,28,Cấm rẽ
81,0,10068,"[1028, 193, 9, 9]",3,7633,10068.png,626,1622,49,Cấm rẽ
36,0,10068,"[907, 139, 6, 6]",3,7636,10068.png,626,1622,49,Cấm rẽ
72,0,10068,"[1029, 193, 9, 8]",3,8047,10068.png,626,1622,49,Cấm rẽ
36,0,10068,"[906, 139, 6, 6]",3,8049,10068.png,626,1622,49,Cấm rẽ
625,0,10087,"[1039, 183, 25, 25]",3,7658,10087.png,626,1622,47,Cấm rẽ
496,0,10100,"[773, 239, 16, 31]",3,7675,10100.png,626,1622,37,Cấm rẽ
527,0,10100,"[771, 238, 17, 31]",3,8266,10100.png,626,1622,37,Cấm rẽ
576,0,10100,"[771, 238, 18, 32]",3,9388,10100.png,626,1622,37,Cấm rẽ
480,0,10100,"[772, 239, 16, 30]",3,9637,10100.png,626,1622,37,Cấm rẽ
496,0,10100,"[772, 239, 16, 31]",3,10049,10100.png,626,1622,37,Cấm rẽ
450,0,10100,"[773, 239, 15, 30]",3,10145,10100.png,626,1622,37,Cấm rẽ
224,0,10174,"[1053, 260, 16, 14]",3,7759,10174.png,626,1622,13,Cấm rẽ
210,0,10174,"[1053, 260, 15, 14]",3,8735,10174.png,626,1622,13,Cấm rẽ
225,0,10174,"[1053, 260, 15, 15]",3,10330,10174.png,626,1622,13,Cấm rẽ
56,0,10200,"[754, 462, 7, 8]",3,7793,10200.png,626,1622,19,Cấm rẽ
72,0,10200,"[752, 461, 9, 8]",3,8339,10200.png,626,1622,19,Cấm rẽ
56,0,10200,"[754, 461, 7, 8]",3,8938,10200.png,626,1622,19,Cấm rẽ
110,0,10446,"[328, 96, 11, 10]",3,8888,10446.png,626,1622,22,Cấm rẽ
36,0,10460,"[802, 368, 6, 6]",3,8070,10460.png,626,1622,53,Cấm rẽ
208,0,10519,"[1563, 105, 16, 13]",3,8134,10519.png,626,1622,28,Cấm rẽ
204,0,10519,"[1563, 106, 17, 12]",3,8755,10519.png,626,1622,28,Cấm rẽ
484,0,10526,"[859, 210, 22, 22]",3,9540,10526.png,626,1622,32,Cấm rẽ
624,0,10670,"[931, 339, 26, 24]",3,8320,10670.png,626,1622,28,Cấm rẽ
441,0,10689,"[836, 135, 21, 21]",3,8336,10689.png,626,1622,31,Cấm rẽ
420,0,10689,"[836, 136, 20, 21]",3,10003,10689.png,626,1622,31,Cấm rẽ
81,0,10721,"[653, 252, 9, 9]",3,8372,10721.png,626,1622,34,Cấm rẽ
64,0,10721,"[755, 253, 8, 8]",3,8378,10721.png,626,1622,34,Cấm rẽ
100,0,10785,"[775, 241, 10, 10]",3,8463,10785.png,626,1622,18,Cấm rẽ
110,0,10785,"[774, 240, 11, 10]",3,10588,10785.png,626,1622,18,Cấm rẽ
195,0,10817,"[859, 161, 13, 15]",3,8518,10817.png,626,1622,31,Cấm rẽ
156,0,10817,"[859, 162, 12, 13]",3,10642,10817.png,626,1622,31,Cấm rẽ
30,0,10857,"[610, 397, 6, 5]",3,8555,10857.png,626,1622,28,Cấm rẽ
169,0,10876,"[847, 190, 13, 13]",3,8575,10876.png,626,1622,7,Cấm rẽ
4352,0,11005,"[856, 195, 64, 68]",3,8726,11005.png,626,1622,45,Cấm rẽ
144,0,11111,"[782, 257, 9, 16]",3,8868,11111.png,626,1622,37,Cấm rẽ
120,0,11111,"[782, 258, 8, 15]",3,9164,11111.png,626,1622,37,Cấm rẽ
120,0,11111,"[782, 258, 8, 15]",3,9503,11111.png,626,1622,37,Cấm rẽ
110,0,11146,"[702, 536, 10, 11]",3,8921,11146.png,626,1622,29,Cấm rẽ
110,0,11146,"[702, 536, 11, 10]",3,9270,11146.png,626,1622,29,Cấm rẽ
23058,0,11176,"[1429, 1, 189, 122]",3,8959,11176.png,626,1622,24,Cấm rẽ
22627,0,11176,"[1432, 1, 187, 121]",3,10105,11176.png,626,1622,24,Cấm rẽ
90,0,11222,"[666, 533, 10, 9]",3,9040,11222.png,626,1622,29,Cấm rẽ
400,0,11261,"[1099, 273, 20, 20]",3,9113,11261.png,626,1622,45,Cấm rẽ
4154,0,11508,"[489, 192, 67, 62]",3,9543,11508.png,626,1622,22,Cấm rẽ
2601,0,11508,"[962, 237, 51, 51]",3,9545,11508.png,626,1622,22,Cấm rẽ
144,0,11585,"[824, 324, 12, 12]",3,9675,11585.png,626,1622,53,Cấm rẽ
56,0,11585,"[866, 344, 7, 8]",3,9676,11585.png,626,1622,53,Cấm rẽ
380,0,11697,"[938, 304, 19, 20]",3,9864,11697.png,626,1622,15,Cấm rẽ
702,0,11733,"[480, 232, 27, 26]",3,9936,11733.png,626,1622,53,Cấm rẽ
930,0,11733,"[998, 261, 31, 30]",3,9937,11733.png,626,1622,53,Cấm rẽ
672,0,11733,"[1287, 321, 28, 24]",3,9938,11733.png,626,1622,53,Cấm rẽ
144,0,11822,"[1063, 242, 12, 12]",3,10154,11822.png,626,1622,49,Cấm rẽ
132,0,11963,"[826, 238, 12, 11]",3,10524,11963.png,626,1622,52,Cấm rẽ
72,0,11992,"[840, 368, 8, 9]",3,10574,11992.png,626,1622,28,Cấm rẽ
132,0,12019,"[556, 282, 12, 11]",3,10631,12019.png,626,1622,19,Cấm rẽ
756,0,12032,"[510, 204, 21, 36]",3,10655,12032.png,626,1622,13,Cấm rẽ
3854,0,12032,"[1539, 191, 82, 47]",3,10656,12032.png,626,1622,13,Cấm rẽ
483,0,12061,"[1038, 219, 23, 21]",3,10676,12061.png,626,1622,49,Cấm rẽ
700,0,12070,"[904, 284, 28, 25]",3,10682,12070.png,626,1622,45,Cấm rẽ
132,0,12070,"[684, 308, 12, 11]",3,10683,12070.png,626,1622,45,Cấm rẽ
2912,0,12072,"[1076, 279, 56, 52]",3,10686,12072.png,626,1622,45,Cấm rẽ
272,0,12075,"[369, 262, 17, 16]",3,10688,12075.png,626,1622,45,Cấm rẽ
144,0,12089,"[991, 274, 12, 12]",3,10696,12089.png,626,1622,45,Cấm rẽ
3510,0,12095,"[1259, 181, 65, 54]",3,10704,12095.png,626,1622,49,Cấm rẽ
182,0,12122,"[952, 297, 13, 14]",3,10713,12122.png,626,1622,45,Cấm rẽ
812,0,12154,"[1168, 579, 28, 29]",3,10727,12154.png,626,1622,53,Cấm rẽ
6004,0,12168,"[1077, 33, 79, 76]",3,10735,12168.png,626,1622,51,Cấm rẽ
100,0,12177,"[722, 259, 10, 10]",3,10741,12177.png,626,1622,45,Cấm rẽ
182,0,12192,"[832, 323, 13, 14]",3,10748,12192.png,626,1622,53,Cấm rẽ
49,0,12192,"[793, 331, 7, 7]",3,10749,12192.png,626,1622,53,Cấm rẽ
81,0,12192,"[872, 344, 9, 9]",3,10750,12192.png,626,1622,53,Cấm rẽ
210,0,12211,"[706, 221, 15, 14]",3,10775,12211.png,626,1622,45,Cấm rẽ
225,0,12232,"[951, 300, 15, 15]",3,10791,12232.png,626,1622,45,Cấm rẽ
2016,0,12248,"[996, 246, 42, 48]",3,10796,12248.png,626,1622,49,Cấm rẽ
156,0,12264,"[842, 317, 12, 13]",3,10810,12264.png,626,1622,53,Cấm rẽ
342,0,12264,"[1029, 336, 19, 18]",3,10811,12264.png,626,1622,53,Cấm rẽ
99,0,12264,"[951, 343, 11, 9]",3,10812,12264.png,626,1622,53,Cấm rẽ
5106,0,12264,"[1257, 203, 69, 74]",3,10815,12264.png,626,1622,53,Cấm rẽ
675,0,12287,"[866, 290, 25, 27]",3,10830,12287.png,626,1622,13,Cấm rẽ
49,0,12332,"[627, 258, 7, 7]",3,10868,12332.png,626,1622,49,Cấm rẽ
528,0,12364,"[923, 276, 22, 24]",3,10875,12364.png,626,1622,51,Cấm rẽ
169,0,12418,"[1046, 256, 13, 13]",3,10920,12418.png,626,1622,49,Cấm rẽ
49,0,12431,"[741, 205, 7, 7]",3,10940,12431.png,626,1622,51,Cấm rẽ
255,0,12442,"[332, 348, 17, 15]",3,10953,12442.png,626,1622,53,Cấm rẽ
8343,0,12444,"[1438, 64, 103, 81]",3,10962,12444.png,626,1622,49,Cấm rẽ
210,0,12444,"[827, 48, 14, 15]",3,10964,12444.png,626,1622,49,Cấm rẽ
11844,0,12457,"[1403, 84, 126, 94]",3,10973,12457.png,626,1622,45,Cấm rẽ
323,0,12485,"[854, 315, 17, 19]",3,10984,12485.png,626,1622,53,Cấm rẽ
100,0,12485,"[893, 343, 10, 10]",3,10985,12485.png,626,1622,53,Cấm rẽ
64,0,12485,"[800, 329, 8, 8]",3,10986,12485.png,626,1622,53,Cấm rẽ
380,0,12509,"[702, 276, 20, 19]",3,10992,12509.png,626,1622,45,Cấm rẽ
255,0,6,"[781, 337, 17, 15]",6,3,6.png,626,1622,5,Nguy hiểm
121,0,32,"[586, 238, 11, 11]",6,19,32.png,626,1622,5,Nguy hiểm
1050,0,63,"[1179, 414, 35, 30]",6,37,63.png,626,1622,5,Nguy hiểm
1073,0,77,"[1081, 456, 37, 29]",6,41,77.png,626,1622,12,Nguy hiểm
858,0,77,"[1081, 427, 33, 26]",6,42,77.png,626,1622,12,Nguy hiểm
224,0,89,"[1363, 223, 16, 14]",6,48,89.png,626,1622,7,Nguy hiểm
7826,0,104,"[671, 272, 91, 86]",6,51,104.png,626,1622,5,Nguy hiểm
1435,0,108,"[1338, 461, 41, 35]",6,53,108.png,626,1622,12,Nguy hiểm
252,0,108,"[1168, 477, 18, 14]",6,54,108.png,626,1622,12,Nguy hiểm
2120,0,109,"[1009, 221, 53, 40]",6,55,109.png,626,1622,5,Nguy hiểm
9919,0,123,"[1340, 144, 91, 109]",6,58,123.png,626,1622,7,Nguy hiểm
357,0,130,"[1021, 414, 21, 17]",6,63,130.png,626,1622,12,Nguy hiểm
391,0,130,"[1023, 432, 23, 17]",6,64,130.png,626,1622,12,Nguy hiểm
18000,0,133,"[1496, 292, 125, 144]",6,65,133.png,626,1622,12,Nguy hiểm
1519,0,151,"[1488, 386, 49, 31]",6,69,151.png,626,1622,12,Nguy hiểm
1610,0,156,"[1385, 391, 46, 35]",6,73,156.png,626,1622,12,Nguy hiểm
196,0,164,"[759, 421, 14, 14]",6,81,164.png,626,1622,12,Nguy hiểm
99,0,188,"[501, 302, 11, 9]",6,90,188.png,626,1622,1,Nguy hiểm
1120,0,188,"[107, 301, 40, 28]",6,91,188.png,626,1622,1,Nguy hiểm
2107,0,206,"[867, 386, 43, 49]",6,95,206.png,626,1622,12,Nguy hiểm
1540,0,212,"[740, 359, 44, 35]",6,100,212.png,626,1622,12,Nguy hiểm
520,0,263,"[1176, 402, 26, 20]",6,122,263.png,626,1622,12,Nguy hiểm
506,0,265,"[565, 339, 23, 22]",6,123,265.png,626,1622,12,Nguy hiểm
2257,0,267,"[1431, 464, 61, 37]",6,124,267.png,626,1622,12,Nguy hiểm
143,0,292,"[1129, 406, 13, 11]",6,134,292.png,626,1622,12,Nguy hiểm
63,0,355,"[814, 214, 9, 7]",6,161,355.png,626,1622,7,Nguy hiểm
1000,0,363,"[1182, 403, 40, 25]",6,164,363.png,626,1622,12,Nguy hiểm
2835,0,378,"[1550, 395, 63, 45]",6,171,378.png,626,1622,12,Nguy hiểm
2915,0,384,"[1176, 400, 55, 53]",6,175,384.png,626,1622,12,Nguy hiểm
289,0,395,"[896, 415, 17, 17]",6,180,395.png,626,1622,12,Nguy hiểm
255,0,399,"[963, 451, 17, 15]",6,183,399.png,626,1622,12,Nguy hiểm
238,0,399,"[964, 467, 17, 14]",6,184,399.png,626,1622,12,Nguy hiểm
378,0,413,"[662, 449, 21, 18]",6,197,413.png,626,1622,12,Nguy hiểm
1872,0,441,"[584, 225, 48, 39]",6,203,441.png,626,1622,1,Nguy hiểm
306,0,442,"[32, 480, 18, 17]",6,205,442.png,626,1622,12,Nguy hiểm
288,0,447,"[866, 414, 18, 16]",6,208,447.png,626,1622,12,Nguy hiểm
780,0,456,"[1217, 393, 30, 26]",6,211,456.png,626,1622,12,Nguy hiểm
49,0,474,"[816, 217, 7, 7]",6,227,474.png,626,1622,7,Nguy hiểm
99,0,483,"[760, 208, 11, 9]",6,229,483.png,626,1622,7,Nguy hiểm
2000,0,484,"[694, 439, 50, 40]",6,232,484.png,626,1622,12,Nguy hiểm
340,0,500,"[668, 366, 20, 17]",6,236,500.png,626,1622,12,Nguy hiểm
5256,0,510,"[893, 354, 72, 73]",6,240,510.png,626,1622,12,Nguy hiểm
64,0,510,"[542, 374, 8, 8]",6,241,510.png,626,1622,12,Nguy hiểm
5313,0,515,"[926, 363, 77, 69]",6,243,515.png,626,1622,12,Nguy hiểm
180,0,517,"[1156, 399, 15, 12]",6,246,517.png,626,1622,12,Nguy hiểm
1221,0,518,"[987, 421, 37, 33]",6,247,518.png,626,1622,12,Nguy hiểm
1189,0,518,"[989, 456, 41, 29]",6,248,518.png,626,1622,12,Nguy hiểm
550,0,546,"[669, 340, 25, 22]",6,255,546.png,626,1622,5,Nguy hiểm
437,0,557,"[544, 287, 23, 19]",6,260,557.png,626,1622,1,Nguy hiểm
2142,0,561,"[624, 370, 51, 42]",6,264,561.png,626,1622,12,Nguy hiểm
304,0,577,"[1045, 480, 19, 16]",6,271,577.png,626,1622,12,Nguy hiểm
2520,0,580,"[651, 319, 56, 45]",6,272,580.png,626,1622,12,Nguy hiểm
7917,0,581,"[923, 285, 91, 87]",6,273,581.png,626,1622,12,Nguy hiểm
182,0,591,"[457, 338, 13, 14]",6,277,591.png,626,1622,3,Nguy hiểm
240,0,591,"[457, 321, 16, 15]",6,278,591.png,626,1622,3,Nguy hiểm
483,0,615,"[550, 377, 23, 21]",6,291,615.png,626,1622,12,Nguy hiểm
110,0,617,"[566, 222, 10, 11]",6,292,617.png,626,1622,5,Nguy hiểm
165,0,624,"[1059, 444, 15, 11]",6,297,624.png,626,1622,5,Nguy hiểm
272,0,630,"[611, 452, 17, 16]",6,302,630.png,626,1622,12,Nguy hiểm
240,0,630,"[630, 452, 16, 15]",6,303,630.png,626,1622,12,Nguy hiểm
182,0,652,"[1470, 405, 14, 13]",6,308,652.png,626,1622,5,Nguy hiểm
2622,0,654,"[906, 160, 57, 46]",6,309,654.png,626,1622,7,Nguy hiểm
1672,0,663,"[966, 460, 44, 38]",6,311,663.png,626,1622,12,Nguy hiểm
1054,0,667,"[1421, 380, 31, 34]",6,312,667.png,626,1622,3,Nguy hiểm
399,0,672,"[744, 414, 21, 19]",6,314,672.png,626,1622,12,Nguy hiểm
4355,0,704,"[769, 245, 67, 65]",6,325,704.png,626,1622,1,Nguy hiểm
10656,0,721,"[1093, 443, 111, 96]",6,336,721.png,626,1622,12,Nguy hiểm
90,0,728,"[613, 348, 10, 9]",6,337,728.png,626,1622,5,Nguy hiểm
342,0,736,"[614, 452, 19, 18]",6,341,736.png,626,1622,12,Nguy hiểm
288,0,738,"[727, 392, 16, 18]",6,342,738.png,626,1622,12,Nguy hiểm
2040,0,755,"[1106, 451, 51, 40]",6,350,755.png,626,1622,12,Nguy hiểm
638,0,765,"[854, 411, 29, 22]",6,356,765.png,626,1622,12,Nguy hiểm
80,0,781,"[910, 449, 10, 8]",6,361,781.png,626,1622,5,Nguy hiểm
2156,0,795,"[1051, 467, 49, 44]",6,367,795.png,626,1622,12,Nguy hiểm
306,0,795,"[810, 468, 18, 17]",6,368,795.png,626,1622,12,Nguy hiểm
930,0,809,"[831, 478, 30, 31]",6,378,809.png,626,1622,12,Nguy hiểm
399,0,817,"[216, 208, 19, 21]",6,386,817.png,626,1622,7,Nguy hiểm
896,0,828,"[1178, 406, 32, 28]",6,389,828.png,626,1622,12,Nguy hiểm
195,0,848,"[929, 450, 13, 15]",6,401,848.png,626,1622,12,Nguy hiểm
3149,0,864,"[1517, 353, 67, 47]",6,409,864.png,626,1622,12,Nguy hiểm
2952,0,864,"[1521, 399, 72, 41]",6,410,864.png,626,1622,12,Nguy hiểm
1850,0,868,"[1275, 366, 37, 50]",6,415,868.png,626,1622,4,Nguy hiểm
1443,0,888,"[976, 375, 39, 37]",6,421,888.png,626,1622,12,Nguy hiểm
4020,0,895,"[1069, 364, 67, 60]",6,422,895.png,626,1622,12,Nguy hiểm
360,0,901,"[919, 390, 20, 18]",6,424,901.png,626,1622,12,Nguy hiểm
5005,0,914,"[1320, 356, 91, 55]",6,432,914.png,626,1622,12,Nguy hiểm
4968,0,914,"[1329, 407, 92, 54]",6,433,914.png,626,1622,12,Nguy hiểm
81,0,920,"[331, 455, 9, 9]",6,436,920.png,626,1622,12,Nguy hiểm
552,0,927,"[909, 204, 23, 24]",6,440,927.png,626,1622,7,Nguy hiểm
9595,0,944,"[1476, 375, 95, 101]",6,453,944.png,626,1622,12,Nguy hiểm
11400,0,978,"[768, 117, 95, 120]",6,459,978.png,626,1622,1,Nguy hiểm
1296,0,982,"[777, 432, 36, 36]",6,460,982.png,626,1622,12,Nguy hiểm
1287,0,982,"[743, 432, 33, 39]",6,461,982.png,626,1622,12,Nguy hiểm
72,0,1000,"[872, 308, 9, 8]",6,471,1000.png,626,1622,15,Nguy hiểm
90,0,1003,"[896, 382, 10, 9]",6,472,1003.png,626,1622,16,Nguy hiểm
221,0,1006,"[343, 295, 17, 13]",6,473,1006.png,626,1622,18,Nguy hiểm
208,0,1006,"[361, 294, 16, 13]",6,474,1006.png,626,1622,18,Nguy hiểm
208,0,1006,"[377, 293, 16, 13]",6,475,1006.png,626,1622,18,Nguy hiểm
120,0,1010,"[1155, 350, 12, 10]",6,481,1010.png,626,1622,16,Nguy hiểm
180,0,1029,"[811, 389, 15, 12]",6,488,1029.png,626,1622,16,Nguy hiểm
255,0,1042,"[746, 471, 17, 15]",6,507,1042.png,626,1622,19,Nguy hiểm
780,0,1051,"[649, 319, 30, 26]",6,509,1051.png,626,1622,23,Nguy hiểm
1886,0,1061,"[1146, 279, 46, 41]",6,514,1061.png,626,1622,23,Nguy hiểm
552,0,1064,"[782, 354, 24, 23]",6,515,1064.png,626,1622,16,Nguy hiểm
9975,0,1086,"[1241, 102, 105, 95]",6,524,1086.png,626,1622,23,Nguy hiểm
42,0,1089,"[775, 314, 7, 6]",6,525,1089.png,626,1622,15,Nguy hiểm
525,0,1092,"[983, 354, 25, 21]",6,531,1092.png,626,1622,16,Nguy hiểm
99,0,1093,"[733, 319, 11, 9]",6,532,1093.png,626,1622,16,Nguy hiểm
30,0,1104,"[777, 342, 5, 6]",6,538,1104.png,626,1622,16,Nguy hiểm
120,0,1106,"[776, 494, 12, 10]",6,540,1106.png,626,1622,19,Nguy hiểm
400,0,1109,"[718, 364, 20, 20]",6,541,1109.png,626,1622,16,Nguy hiểm
42,0,1118,"[716, 328, 7, 6]",6,546,1118.png,626,1622,16,Nguy hiểm
195,0,1136,"[596, 247, 15, 13]",6,548,1136.png,626,1622,18,Nguy hiểm
42,0,1137,"[487, 425, 6, 7]",6,550,1137.png,626,1622,16,Nguy hiểm
132,0,1141,"[675, 332, 12, 11]",6,551,1141.png,626,1622,16,Nguy hiểm
280,0,1147,"[558, 361, 14, 20]",6,557,1147.png,626,1622,24,Nguy hiểm
240,0,1150,"[802, 476, 16, 15]",6,565,1150.png,626,1622,19,Nguy hiểm
42,0,1152,"[448, 308, 7, 6]",6,568,1152.png,626,1622,16,Nguy hiểm
500,0,1156,"[1120, 276, 25, 20]",6,571,1156.png,626,1622,15,Nguy hiểm
1295,0,1157,"[985, 362, 37, 35]",6,572,1157.png,626,1622,16,Nguy hiểm
3127,0,1173,"[906, 250, 59, 53]",6,589,1173.png,626,1622,16,Nguy hiểm
2028,0,1180,"[1386, 226, 52, 39]",6,591,1180.png,626,1622,15,Nguy hiểm
1344,0,1187,"[1138, 289, 42, 32]",6,592,1187.png,626,1622,16,Nguy hiểm
3300,0,1190,"[996, 124, 60, 55]",6,593,1190.png,626,1622,23,Nguy hiểm
90,0,1190,"[766, 198, 9, 10]",6,594,1190.png,626,1622,23,Nguy hiểm
4340,0,1192,"[922, 225, 70, 62]",6,595,1192.png,626,1622,23,Nguy hiểm
648,0,1219,"[1017, 282, 27, 24]",6,606,1219.png,626,1622,22,Nguy hiểm
380,0,1231,"[616, 452, 19, 20]",6,608,1231.png,626,1622,16,Nguy hiểm
21195,0,1241,"[1132, 352, 157, 135]",6,612,1241.png,626,1622,16,Nguy hiểm
49,0,1263,"[882, 336, 7, 7]",6,626,1263.png,626,1622,16,Nguy hiểm
90,0,1286,"[505, 451, 9, 10]",6,629,1286.png,626,1622,16,Nguy hiểm
2496,0,1300,"[1001, 127, 52, 48]",6,641,1300.png,626,1622,23,Nguy hiểm
130,0,1300,"[764, 198, 13, 10]",6,642,1300.png,626,1622,23,Nguy hiểm
8730,0,1304,"[1221, 247, 97, 90]",6,644,1304.png,626,1622,23,Nguy hiểm
7216,0,1305,"[861, 426, 82, 88]",6,645,1305.png,626,1622,16,Nguy hiểm
396,0,1308,"[1176, 479, 22, 18]",6,659,1308.png,626,1622,19,Nguy hiểm
88,0,1314,"[782, 309, 11, 8]",6,664,1314.png,626,1622,15,Nguy hiểm
2376,0,1334,"[639, 423, 54, 44]",6,665,1334.png,626,1622,16,Nguy hiểm
3363,0,1382,"[725, 255, 57, 59]",6,680,1382.png,626,1622,23,Nguy hiểm
110,0,1383,"[719, 308, 11, 10]",6,681,1383.png,626,1622,16,Nguy hiểm
750,0,1403,"[890, 287, 30, 25]",6,688,1403.png,626,1622,23,Nguy hiểm
1088,0,1415,"[1331, 270, 34, 32]",6,694,1415.png,626,1622,23,Nguy hiểm
56,0,1430,"[777, 311, 8, 7]",6,697,1430.png,626,1622,15,Nguy hiểm
30,0,1434,"[893, 346, 6, 5]",6,698,1434.png,626,1622,16,Nguy hiểm
380,0,1447,"[894, 422, 20, 19]",6,704,1447.png,626,1622,16,Nguy hiểm
168,0,1451,"[591, 330, 14, 12]",6,708,1451.png,626,1622,19,Nguy hiểm
35,0,1463,"[510, 363, 7, 5]",6,715,1463.png,626,1622,16,Nguy hiểm
1056,0,1475,"[1012, 311, 33, 32]",6,719,1475.png,626,1622,16,Nguy hiểm
120,0,1487,"[932, 332, 12, 10]",6,727,1487.png,626,1622,16,Nguy hiểm
110,0,1494,"[964, 487, 11, 10]",6,738,1494.png,626,1622,19,Nguy hiểm
36,0,1501,"[537, 474, 6, 6]",6,740,1501.png,626,1622,16,Nguy hiểm
500,0,1503,"[603, 463, 25, 20]",6,741,1503.png,626,1622,16,Nguy hiểm
154,0,1503,"[535, 467, 14, 11]",6,742,1503.png,626,1622,16,Nguy hiểm
1156,0,1507,"[767, 296, 34, 34]",6,744,1507.png,626,1622,23,Nguy hiểm
891,0,1533,"[1038, 308, 33, 27]",6,764,1533.png,626,1622,23,Nguy hiểm
1900,0,1560,"[1070, 267, 50, 38]",6,771,1560.png,626,1622,22,Nguy hiểm
130,0,1577,"[992, 327, 13, 10]",6,778,1577.png,626,1622,16,Nguy hiểm
720,0,1581,"[1079, 306, 30, 24]",6,788,1581.png,626,1622,16,Nguy hiểm
624,0,1584,"[762, 274, 24, 26]",6,795,1584.png,626,1622,22,Nguy hiểm
1152,0,1584,"[1011, 277, 36, 32]",6,796,1584.png,626,1622,22,Nguy hiểm
3180,0,1609,"[1209, 267, 53, 60]",6,803,1609.png,626,1622,16,Nguy hiểm
288,0,1620,"[815, 286, 18, 16]",6,804,1620.png,626,1622,15,Nguy hiểm
187,0,1623,"[1012, 297, 17, 11]",6,806,1623.png,626,1622,23,Nguy hiểm
378,0,1644,"[816, 474, 21, 18]",6,836,1644.png,626,1622,16,Nguy hiểm
64,0,1646,"[797, 393, 8, 8]",6,837,1646.png,626,1622,16,Nguy hiểm
99,0,1651,"[770, 440, 11, 9]",6,839,1651.png,626,1622,16,Nguy hiểm
30,0,1672,"[708, 320, 6, 5]",6,849,1672.png,626,1622,19,Nguy hiểm
1444,0,1680,"[677, 317, 38, 38]",6,858,1680.png,626,1622,23,Nguy hiểm
30,0,1685,"[775, 314, 6, 5]",6,859,1685.png,626,1622,15,Nguy hiểm
42,0,1685,"[828, 356, 7, 6]",6,860,1685.png,626,1622,15,Nguy hiểm
2850,0,1701,"[1003, 289, 57, 50]",6,866,1701.png,626,1622,15,Nguy hiểm
5328,0,1705,"[1501, 290, 72, 74]",6,867,1705.png,626,1622,23,Nguy hiểm
255,0,1714,"[841, 311, 17, 15]",6,868,1714.png,626,1622,16,Nguy hiểm
169,0,1715,"[729, 318, 13, 13]",6,869,1715.png,626,1622,16,Nguy hiểm
460,0,1715,"[770, 311, 23, 20]",6,870,1715.png,626,1622,16,Nguy hiểm
90,0,1732,"[810, 398, 9, 10]",6,885,1732.png,626,1622,16,Nguy hiểm
3360,0,1751,"[1579, 114, 42, 80]",6,897,1751.png,626,1622,18,Nguy hiểm
176,0,1791,"[954, 300, 16, 11]",6,914,1791.png,626,1622,15,Nguy hiểm
100,0,1826,"[734, 307, 10, 10]",6,949,1826.png,626,1622,16,Nguy hiểm
2499,0,1827,"[863, 418, 49, 51]",6,950,1827.png,626,1622,19,Nguy hiểm
